INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND_OUTBOUND_METADATA,OUTBOUND,OUTBOUND,OUTBOUND,METADATA
inbound_18,inbound_18__A01,inbound_18,A01,235032044,tokyo_japan_1__H03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A02,inbound_18,A02,235184338,tokyo_japan_2__E05,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A03,inbound_18,A03,235031970,tokyo_japan_1__E01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A04,inbound_18,A04,235031558,tokyo_japan_1__G04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A05,inbound_18,A05,235031983,tokyo_japan_1__A12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A06,inbound_18,A06,235032016,tokyo_japan_1__E12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A07,inbound_18,A07,235031974,tokyo_japan_1__E10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A08,inbound_18,A08,235184335,tokyo_japan_2__F08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A10,inbound_18,A10,235184900,tokyo_japan_4__D01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A11,inbound_18,A11,235184129,tokyo_japan_4__G02,Tokyo,Japan,Tokyo
inbound_18,inbound_18__A12,inbound_18,A12,235185588,tokyo_japan_4__A10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B01,inbound_18,B01,235031563,tokyo_japan_1__D03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B02,inbound_18,B02,235184336,tokyo_japan_2__G05,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B03,inbound_18,B03,235031964,tokyo_japan_1__A04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B04,inbound_18,B04,235031569,tokyo_japan_1__B12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B05,inbound_18,B05,235185575,tokyo_japan_2__F01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B06,inbound_18,B06,235032010,tokyo_japan_1__A11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B07,inbound_18,B07,235031551,tokyo_japan_1__G11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B08,inbound_18,B08,235184327,tokyo_japan_2__B08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B10,inbound_18,B10,235184349,tokyo_japan_4__F04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B11,inbound_18,B11,235184271,tokyo_japan_4__B03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__B12,inbound_18,B12,235185362,tokyo_japan_4__G03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C01,inbound_18,C01,235031981,tokyo_japan_1__C03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C02,inbound_18,C02,235183839,tokyo_japan_2__B04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C03,inbound_18,C03,235031567,tokyo_japan_1__H04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C04,inbound_18,C04,235185545,tokyo_japan_2__G01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C05,inbound_18,C05,235184862,tokyo_japan_2__D01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C06,inbound_18,C06,235032022,tokyo_japan_1__H12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C07,inbound_18,C07,235032021,tokyo_japan_1__H11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C08,inbound_18,C08,235184312,tokyo_japan_2__A08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C10,inbound_18,C10,235184926,tokyo_japan_4__E02,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C11,inbound_18,C11,235184950,tokyo_japan_4__E01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__C12,inbound_18,C12,235184301,tokyo_japan_4__B01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D01,inbound_18,D01,235032026,tokyo_japan_1__G03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D02,inbound_18,D02,235183885,tokyo_japan_2__E04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D03,inbound_18,D03,235032032,tokyo_japan_1__F04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D04,inbound_18,D04,235184947,tokyo_japan_2__H01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D05,inbound_18,D05,235031973,tokyo_japan_1__D11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D06,inbound_18,D06,235031984,tokyo_japan_1__E11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D07,inbound_18,D07,235031994,tokyo_japan_1__A10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D08,inbound_18,D08,235183864,tokyo_japan_2__G08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D10,inbound_18,D10,235184184,tokyo_japan_4__C01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D11,inbound_18,D11,235184919,tokyo_japan_4__D02,Tokyo,Japan,Tokyo
inbound_18,inbound_18__D12,inbound_18,D12,235185391,tokyo_japan_4__H03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E01,inbound_18,E01,235031559,tokyo_japan_1__F03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E02,inbound_18,E02,235184303,tokyo_japan_2__F04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E03,inbound_18,E03,235031556,tokyo_japan_1__D04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E04,inbound_18,E04,235031958,tokyo_japan_1__D12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E05,inbound_18,E05,235032033,tokyo_japan_1__B11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E06,inbound_18,E06,235032024,tokyo_japan_1__F11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E07,inbound_18,E07,235031987,tokyo_japan_1__B10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E08,inbound_18,E08,235185570,tokyo_japan_2__C08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E10,inbound_18,E10,235184912,tokyo_japan_4__A12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E11,inbound_18,E11,235185229,tokyo_japan_4__H04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__E12,inbound_18,E12,235185610,tokyo_japan_4__B12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F01,inbound_18,F01,235183857,tokyo_japan_2__H05,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F02,inbound_18,F02,235184927,tokyo_japan_2__F05,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F03,inbound_18,F03,235032011,tokyo_japan_1__C04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F04,inbound_18,F04,235031549,tokyo_japan_1__C12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F05,inbound_18,F05,235032043,tokyo_japan_1__F12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F06,inbound_18,F06,235032041,tokyo_japan_1__C10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F07,inbound_18,F07,235031979,tokyo_japan_1__D10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F08,inbound_18,F08,235184882,tokyo_japan_2__D08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F10,inbound_18,F10,235185572,tokyo_japan_4__E03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F11,inbound_18,F11,235186179,tokyo_japan_4__F02,Tokyo,Japan,Tokyo
inbound_18,inbound_18__F12,inbound_18,F12,235184913,tokyo_japan_4__H01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G01,inbound_18,G01,235185562,tokyo_japan_2__A04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G02,inbound_18,G02,235183868,tokyo_japan_2__C04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G03,inbound_18,G03,235032034,tokyo_japan_1__F01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G04,inbound_18,G04,235186118,tokyo_japan_2__C01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G05,inbound_18,G05,235032035,tokyo_japan_1__G12,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G06,inbound_18,G06,235031969,tokyo_japan_1__F10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G07,inbound_18,G07,235031993,tokyo_japan_1__H01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G08,inbound_18,G08,235183860,tokyo_japan_2__E08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G10,inbound_18,G10,235184766,tokyo_japan_4__G04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G11,inbound_18,G11,235183586,tokyo_japan_4__A02,Tokyo,Japan,Tokyo
inbound_18,inbound_18__G12,inbound_18,G12,235183574,tokyo_japan_4__B02,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H01,inbound_18,H01,235185597,tokyo_japan_2__D04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H02,inbound_18,H02,235031553,tokyo_japan_1__E04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H03,inbound_18,H03,235031978,tokyo_japan_1__B04,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H04,inbound_18,H04,235185209,tokyo_japan_2__E01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H05,inbound_18,H05,235031996,tokyo_japan_1__C11,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H06,inbound_18,H06,235031967,tokyo_japan_1__H10,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H07,inbound_18,H07,235184928,tokyo_japan_2__H08,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H08,inbound_18,H08,235185556,tokyo_japan_2__H09,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H10,inbound_18,H10,235184317,tokyo_japan_4__A03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H11,inbound_18,H11,235184936,tokyo_japan_4__F01,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H12,inbound_18,H12,235185534,tokyo_japan_4__D03,Tokyo,Japan,Tokyo
inbound_18,inbound_18__H12,inbound_18,H12,235185534,tokyo_japan_4__D03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A02,inbound_19,A02,235032000,tokyo_japan_1__F02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A03,inbound_19,A03,235184884,tokyo_japan_2__B03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A04,inbound_19,A04,235032002,tokyo_japan_1__C05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A05,inbound_19,A05,235185536,tokyo_japan_2__B02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A06,inbound_19,A06,235184896,tokyo_japan_2__A02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A07,inbound_19,A07,235031975,tokyo_japan_1__F08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A08,inbound_19,A08,235032013,tokyo_japan_1__F09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A09,inbound_19,A09,235032017,tokyo_japan_1__D06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A10,inbound_19,A10,235183846,tokyo_japan_2__C06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A11,inbound_19,A11,235183863,tokyo_japan_2__C05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__A12,inbound_19,A12,235185583,tokyo_japan_2__A07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B01,inbound_19,B01,235031963,tokyo_japan_1__A02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B02,inbound_19,B02,235032015,tokyo_japan_1__E02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B03,inbound_19,B03,235183558,tokyo_japan_2__G04,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B04,inbound_19,B04,235032025,tokyo_japan_1__G05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B05,inbound_19,B05,235185432,tokyo_japan_2__H02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B06,inbound_19,B06,235031554,tokyo_japan_1__C07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B07,inbound_19,B07,235032004,tokyo_japan_1__D08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B08,inbound_19,B08,235031552,tokyo_japan_1__B09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B09,inbound_19,B09,235032029,tokyo_japan_1__C06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B10,inbound_19,B10,235184337,tokyo_japan_2__G06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B11,inbound_19,B11,235184935,tokyo_japan_2__C07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__B12,inbound_19,B12,235185599,tokyo_japan_2__E07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C01,inbound_19,C01,235031977,tokyo_japan_1__B02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C02,inbound_19,C02,235031959,tokyo_japan_1__G10,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C03,inbound_19,C03,235183833,tokyo_japan_2__F03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C04,inbound_19,C04,235032003,tokyo_japan_1__D05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C05,inbound_19,C05,235185553,tokyo_japan_2__D02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C06,inbound_19,C06,235032031,tokyo_japan_1__A07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C07,inbound_19,C07,235032019,tokyo_japan_1__C08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C08,inbound_19,C08,235032007,tokyo_japan_1__H09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C09,inbound_19,C09,235031957,tokyo_japan_1__G07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C10,inbound_19,C10,235184285,tokyo_japan_2__D06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C11,inbound_19,C11,235184932,tokyo_japan_2__B06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__C12,inbound_19,C12,235185538,tokyo_japan_2__G07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D01,inbound_19,D01,235031976,tokyo_japan_1__H02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D02,inbound_19,D02,235183882,tokyo_japan_2__C03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D03,inbound_19,D03,235184899,tokyo_japan_2__A03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D04,inbound_19,D04,235031562,tokyo_japan_1__G06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D05,inbound_19,D05,235184922,tokyo_japan_2__G02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D06,inbound_19,D06,235032036,tokyo_japan_1__B07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D07,inbound_19,D07,235031550,tokyo_japan_1__E09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D08,inbound_19,D08,235032037,tokyo_japan_1__A08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D09,inbound_19,D09,235032040,tokyo_japan_1__E07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D10,inbound_19,D10,235184302,tokyo_japan_2__B05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D11,inbound_19,D11,235184885,tokyo_japan_2__A06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__D12,inbound_19,D12,235031989,tokyo_japan_1__B03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E01,inbound_19,E01,235031992,tokyo_japan_1__B01,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E02,inbound_19,E02,235183859,tokyo_japan_2__D03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E03,inbound_19,E03,235183842,tokyo_japan_2__H03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E04,inbound_19,E04,235032008,tokyo_japan_1__H06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E05,inbound_19,E05,235184888,tokyo_japan_2__B01,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E06,inbound_19,E06,235031968,tokyo_japan_1__E08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E07,inbound_19,E07,235032005,tokyo_japan_1__C09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E08,inbound_19,E08,235031564,tokyo_japan_1__G09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E09,inbound_19,E09,235031997,tokyo_japan_1__A06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E10,inbound_19,E10,235185587,tokyo_japan_2__H06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E11,inbound_19,E11,235183866,tokyo_japan_2__B07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__E12,inbound_19,E12,235031998,tokyo_japan_1__C01,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F01,inbound_19,F01,235032027,tokyo_japan_1__A01,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F02,inbound_19,F02,235184334,tokyo_japan_2__H04,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F03,inbound_19,F03,235031985,tokyo_japan_1__E05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F04,inbound_19,F04,235031557,tokyo_japan_1__H05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F05,inbound_19,F05,235184286,tokyo_japan_2__C02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F06,inbound_19,F06,235032045,tokyo_japan_1__H08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F07,inbound_19,F07,235032006,tokyo_japan_1__D09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F08,inbound_19,F08,235032012,tokyo_japan_1__B06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F09,inbound_19,F09,235031960,tokyo_japan_1__F07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F10,inbound_19,F10,235184934,tokyo_japan_2__E06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F11,inbound_19,F11,235183824,tokyo_japan_2__H07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__F12,inbound_19,F12,235032018,tokyo_japan_1__E03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G01,inbound_19,G01,235031565,tokyo_japan_1__G02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G02,inbound_19,G02,235183812,tokyo_japan_2__G03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G03,inbound_19,G03,235031982,tokyo_japan_1__F05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G04,inbound_19,G04,235031965,tokyo_japan_1__B05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G05,inbound_19,G05,235185577,tokyo_japan_2__E02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G06,inbound_19,G06,235031990,tokyo_japan_1__G08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G07,inbound_19,G07,235032014,tokyo_japan_1__B08,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G08,inbound_19,G08,235032028,tokyo_japan_1__H07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G09,inbound_19,G09,235031570,tokyo_japan_1__E06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G10,inbound_19,G10,235183892,tokyo_japan_2__D05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G11,inbound_19,G11,235183817,tokyo_japan_2__F07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__G12,inbound_19,G12,235031999,tokyo_japan_1__D01,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H01,inbound_19,H01,235032038,tokyo_japan_1__D02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H02,inbound_19,H02,235183887,tokyo_japan_2__E03,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H03,inbound_19,H03,235031991,tokyo_japan_1__A05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H04,inbound_19,H04,235183856,tokyo_japan_2__F02,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H05,inbound_19,H05,235184948,tokyo_japan_2__A01,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H06,inbound_19,H06,235031571,tokyo_japan_1__D07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H07,inbound_19,H07,235031971,tokyo_japan_1__A09,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H08,inbound_19,H08,235031568,tokyo_japan_1__F06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H09,inbound_19,H09,235184949,tokyo_japan_2__A05,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H10,inbound_19,H10,235183865,tokyo_japan_2__F06,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H11,inbound_19,H11,235183894,tokyo_japan_2__D07,Tokyo,Japan,Tokyo
inbound_19,inbound_19__H12,inbound_19,H12,235032001,tokyo_japan_1__A03,Tokyo,Japan,Tokyo
inbound_12,inbound_12__A06,inbound_12,A06,235033512,tsuruoka_japan_1__C09,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__A07,inbound_12,A07,235043074,tsuruoka_japan_1__G08,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__B06,inbound_12,B06,235034502,tsuruoka_japan_1__C07,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__B07,inbound_12,B07,235033526,tsuruoka_japan_1__B09,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__B07,inbound_12,B07,235033526,tsuruoka_japan_1__B09,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__C07,inbound_12,C07,235033496,tsuruoka_japan_1__A07,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__C08,inbound_12,C08,235034491,tsuruoka_japan_1__E08,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__C09,inbound_12,C09,235034508,tsuruoka_japan_1__F07,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__D06,inbound_12,D06,235034515,tsuruoka_japan_1__C08,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__D07,inbound_12,D07,235029376,tsuruoka_japan_1__E09,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__D08,inbound_12,D08,235034492,tsuruoka_japan_1__F08,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__D09,inbound_12,D09,235024352,tsuruoka_japan_1__D06,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__E06,inbound_12,E06,235033543,tsuruoka_japan_1__E06,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__E07,inbound_12,E07,235033570,tsuruoka_japan_1__A06,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__E08,inbound_12,E08,235034538,tsuruoka_japan_1__B07,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__E09,inbound_12,E09,235033564,tsuruoka_japan_1__B06,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__F06,inbound_12,F06,235033557,tsuruoka_japan_1__C06,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__F08,inbound_12,F08,235033506,tsuruoka_japan_1__G06,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__G06,inbound_12,G06,235034509,tsuruoka_japan_1__H07,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__G07,inbound_12,G07,235024362,tsuruoka_japan_1__H08,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__G08,inbound_12,G08,235024363,tsuruoka_japan_1__F06,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__H05,inbound_12,H05,235043085,tsuruoka_japan_1__G07,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__H06,inbound_12,H06,235033558,tsuruoka_japan_1__A09,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__H07,inbound_12,H07,235032235,tsuruoka_japan_1__F09,Tsuruoka,Japan,Tokyo
inbound_12,inbound_12__H08,inbound_12,H08,235033548,tsuruoka_japan_1__B08,Tsuruoka,Japan,Tokyo
control,negative_controls_inbound__E04,negative_controls_inbound,E04,235029400,\N,\N,\N,Yamaguchi
control,negative_controls_inbound__F04,negative_controls_inbound,F04,235030357,\N,\N,\N,Yamaguchi
control,negative_controls_inbound__G04,negative_controls_inbound,G04,235030361,\N,\N,\N,Yamaguchi
inbound_11,inbound_11__A06,inbound_11,A06,235034535,yamaguchi_japan_1__G02,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__A07,inbound_11,A07,235033519,yamaguchi_japan_1__F03,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__A08,inbound_11,A08,235034517,yamaguchi_japan_1__H01,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__B06,inbound_11,B06,235034487,yamaguchi_japan_1__E01,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__B07,inbound_11,B07,235043067,yamaguchi_japan_1__A04,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__B08,inbound_11,B08,235034528,yamaguchi_japan_1__G01,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__C06,inbound_11,C06,235043079,yamaguchi_japan_1__C03,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__C07,inbound_11,C07,235043030,yamaguchi_japan_1__F02,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__C08,inbound_11,C08,235043007,yamaguchi_japan_1__B01,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__C09,inbound_11,C09,235034531,yamaguchi_japan_1__G04,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__D07,inbound_11,D07,235033533,yamaguchi_japan_1__F06,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__D08,inbound_11,D08,235033582,yamaguchi_japan_1__E07,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__E05,inbound_11,E05,235032048,yamaguchi_japan_1__F04,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__E06,inbound_11,E06,235033536,yamaguchi_japan_1__B04,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__E07,inbound_11,E07,235033529,yamaguchi_japan_1__C05,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__E08,inbound_11,E08,235033545,yamaguchi_japan_1__D06,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__E09,inbound_11,E09,235034537,yamaguchi_japan_1__H04,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__F05,inbound_11,F05,235034484,yamaguchi_japan_1__H03,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__F06,inbound_11,F06,235034539,yamaguchi_japan_1__H07,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__F08,inbound_11,F08,235032051,yamaguchi_japan_1__G05,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__F09,inbound_11,F09,235043035,yamaguchi_japan_1__D04,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__G05,inbound_11,G05,235043083,yamaguchi_japan_1__H02,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__G06,inbound_11,G06,235034467,yamaguchi_japan_1__E04,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__G07,inbound_11,G07,235033528,yamaguchi_japan_1__D01,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__G08,inbound_11,G08,235034507,yamaguchi_japan_1__G07,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__G09,inbound_11,G09,235034469,yamaguchi_japan_1__A08,Yamaguchi,Japan,Yamaguchi
inbound_11,inbound_11__G09,inbound_11,G09,235034469,yamaguchi_japan_1__A08,Yamaguchi,Japan,Yamaguchi
