,building_setting,car_location,car_or_station,city,humidity,light_type,line,place_type,subway_station_autofill,subway_station_surface,surface_material,temperature,temperature_type,traffic,weather
CDS16-BCN-108,urban,,subway_station,barcelona,,,,sub_line,Hospital clinic,,Air,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-109,urban,,subway_station,barcelona,,,,sub_line,Hospital clinic,,Metal,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-110,urban,,subway_station,barcelona,,,,sub_line,Hospital clinic,,Rubber,,,,
CDS16-BCN-111,urban,,subway_station,barcelona,,,,sub_line,Hospital clinic,,Air,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-112,urban,,subway_car,barcelona,,,,sub_line,Hospital clinic,,Air,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-113,urban,,subway_station,barcelona,,,,sub_line,,,Air,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-114,urban,,subway_station,barcelona,,,,sub_line,,,Glass,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-115,urban,,subway_station,barcelona,,,,sub_line,,,Air,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-116,urban,,subway_station,barcelona,,,,sub_line,,,Rubber,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-117,urban,,subway_station,barcelona,,,,sub_line,,,Metal,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-118,urban,,subway_station,barcelona,,,,sub_line,,,Metal,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-119,urban,,subway_station,barcelona,,,,sub_line,,,Metal,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-120,urban,,subway_car,barcelona,,,,sub_line,,,Metal,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-121,urban,,subway_car,barcelona,,,,sub_line,,,Plastic,,,,Andrea Tassinari & Aliaksei
CDS16-BCN-127,urban,,subway_station,barcelona,,,,sub_line,Espanya,,Metal,,,,Lara de Llobet
CDS16-BCN-128,urban,,subway_station,barcelona,,,,sub_line,Espanya,,Metal,,,,Lara de Llobet
CDS16-BCN-129,urban,,subway_station,barcelona,,,,sub_line,Espanya,,Wood,,,,Lara de Llobet
CDS16-BCN-130,urban,,subway_car,barcelona,,,,sub_line,Espanya,,Metal,,,,Lara de Llobet
CDS16-BCN-131,urban,,subway_car,barcelona,,,,sub_line,Espanya,,Plastic,,,,Lara de Llobet
CDS16-BCN-132,urban,,subway_car,barcelona,,,,sub_line,Espanya,,Air,,,,Lara de Llobet
CDS16-BCN-134,urban,,subway_station,barcelona,,,,sub_line,Espanya,,Air,,,,Lara de Llobet
CDS16-BCN-135,urban,,subway_station,barcelona,,,,sub_line,Espanya,,Rubber,,,,Lara de Llobet
CDS16-BCN-148,urban,,subway_station,barcelona,,,,sub_line,Torrassa,,Rubber,,,,Javier Quilez Oliete
CDS16-BCN-149,urban,,subway_station,barcelona,,,,sub_line,Torrassa,,Glass,,,,Javier Quilez Oliete
CDS16-BCN-150,urban,,subway_station,barcelona,,,,sub_line,Torrassa,,Metal,,,,Javier Quilez Oliete
CDS16-BCN-151,urban,,subway_station,barcelona,,,,sub_line,Torrassa,,Air,,,,Javier Quilez Oliete
CDS16-BCN-152,urban,,subway_car,barcelona,,,,sub_line,Torrassa,,Metal,,,,Javier Quilez Oliete
Cds16-bcn-169,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Air,,,,Jae-Seong Yang
CDS16-BCN-170,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Glass,,,,Jae-Seong Yang
CDS16-BCN-171,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CSD16-BCN172,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Glass,,,,
CDS16-BCN-173,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-174,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-175,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-176,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-177,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-178,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Rubber,,,,Jae-Seong Yang
CDS16-BCN-179,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Stone,,,,Jae-Seong Yang
CDS16-BCN-180,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Stone,,,,Jae-Seong Yang
CDS16-BCN-181,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Air,,,,Jae-Seong Yang
CDS16-BCN-182,urban,,subway_station,barcelona,,,,sub_line,Sagrada familia,,Air,,,,Jae-Seong Yang
CDS16-BCN-183,urban,,subway_car,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-184,urban,,subway_car,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-185,urban,,subway_car,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-186,urban,,subway_car,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-187,urban,,subway_car,barcelona,,,,sub_line,Sagrada familia,,Plastic,,,,Jae-Seong Yang
CDS16-BCN-188,urban,,subway_car,barcelona,,,,sub_line,Sagrada familia,,Metal,,,,Jae-Seong Yang
CDS16-BCN-190,urban,,subway_station,barcelona,,,,sub_line,Arc de Triomf,,Glass,,,,Mauricio Moldes Quaresma
CDS16-BCN-191,urban,,subway_station,barcelona,,,,sub_line,Arc de Triomf,,Rubber,,,,Mauricio Moldes Quaresma
CDS16-BCN-192,urban,,subway_station,barcelona,,,,sub_line,Arc de Triomf,,Metal,,,,Mauricio Moldes Quaresma
CDS16-BCN-193,urban,,subway_station,barcelona,,,,sub_line,Arc de Triomf,,Air,,,,Mauricio Moldes Quaresma
CDS16-BCN-194,urban,,subway_station,barcelona,,,,sub_line,Arc de Triomf,,Metal,,,,Mauricio Moldes Quaresma
CDS16-BCN-195,urban,,subway_car,barcelona,,,,sub_line,Arc de Triomf,,plastic,,,,Mauricio Moldes Quaresma
CDS16-BCN-197,urban,,subway_station,barcelona,,,,sub_line,Arc de Triomf,,Metal,,,,Mauricio Moldes Quaresma
CDS16-BCN-198,urban,,subway_car,barcelona,,,,sub_line,Arc de Triomf,,Air,,,,Mauricio Moldes Quaresma
6-24-1,urban,,subway_station,berlin,67.4,,6,sub_line,Tempelhof ,,Wood,19.3,Celsius,,rainy
7-22-3,,first,subway_car,berlin,,electric_light,U 7,sub_line,Kleistpark ,,Metal,,,20,
7-23-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Yorkstrasse ,,Plastic,,,,
7-25-1,,,subway_station,berlin,,electric_light,U 7,sub_line,Mehringdamm ,,Metal,,,,
7-25-3,,last,subway_car,berlin,,electric_light,U 7,sub_line,Mehringdamm ,,Plastic,,,15,
7-26-1,,,subway_station,berlin,,natural_light,U 7,sub_line,Gneisenaustrasse,,Plastic,,,,
7-27-1,,,subway_station,berlin,,natural_light,U 7,sub_line,Suedstern ,,Metal,,,,
7-27-3,,last,subway_car,berlin,,electric_light,U 7,sub_line,Suedstern ,,Plastic,,,30,
7-30-1,,,subway_station,berlin,,natural_light,U 7,sub_line,Karl-Marx-Strasse,,Metal,,,,
7-29-3,,middle,subway_car,berlin,,electric_light,U 7,sub_line,Rathaus Neukoelln ,,Plastic,,,10,
7-30-3,,middle,subway_car,berlin,,electric_light,U 7,sub_line,Karl-Marx-Strasse ,,Metal,,,10,
7-31-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Neukoelln ,,Plastic,,,,
7-32-1,,,subway_station,berlin,,electric_light,U 7,sub_line,Grenzallee,,Metal,,,,
7-33-1,,,subway_station,berlin,,electric_light,U 7,sub_line,Blaschkoallee ,,Wood,,,,
7-33-3,,middle,subway_car,berlin,,electric_light,U 7,sub_line,Blaschkoallee ,,Plastic,,,35,
7-23-3,,last,subway_car,berlin,,electric_light,U 7,sub_line,Yorkstrasse ,,Plastic,,,20,
7-26-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Gneisenaustrasse ,,Plastic,,,,
7-27-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Suedstern ,,Plastic,,,,
7-29-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Rathaus Neukoelln ,,Plastic,,,,
7-31-1,,,subway_station,berlin,,electric_light,U 7,sub_line,Neukoelln ,,Metal,,,,
7-32-3,,middle,subway_car,berlin,,electric_light,U 7,sub_line,Grenzallee ,,Metal,,,25,
7-33-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Blaschkoallee ,,Plastic,,,,
7-25-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Mehringdamm ,,Plastic,,,,
7-29-1,,,subway_station,berlin,,,U 7,sub_line,Rathaus Neukoelln,,Metal,,,,
7-31-3,,middle,subway_car,berlin,,electric_light,U 7,sub_line,Neukoelln ,,Plastic,,,10,
7-23-1,,,subway_station,berlin,,electric_light,U 7,sub_line,Yorkstrasse ,,Metal,,,,
7-30-2,,,subway_station,berlin,,electric_light,U 7,sub_line,Karl-Marx-Strasse ,,Plastic,,,,
7-26-3,,last,subway_car,berlin,,,U 7,sub_line,Gneisenaustrasse ,,Plastic,,,30,
6-24-2,,,subway_station,berlin,68.3,,6,sub_line,Tempelhof ,,Plastic,20.5,Celsius,,rainy
6-23-3,,middle,subway_car,berlin,56.1,,6,sub_line,Paradestrasse ,,Metal,24.3,Celsius,,rainy
6-23-1,urban,,subway_station,berlin,57.5,,6,sub_line,Paradestrasse,,Metal,23.8,Celsius,,rainy
6-22-2,urban,,subway_station,berlin,54.2,,6,sub_line,Platz der Luftbrücke ,,Plastic,25.1,Celsius,,rainy
6-23-2,urban,,subway_station,berlin,57.1,,6,sub_line,Paradestrasse,,Plastic,24.1,Celsius,,rainy
6-22-3,urban,middle,subway_car,berlin,55.6,,6,sub_line,Platz der Luftbrücke ,,Metal,25.3,Celsius,,rainy
6-24-3,urban,middle,subway_car,berlin,66.1,,6,sub_line,Tempelhof ,,Metal,21.9,Celsius,,rainy
7-35-2,,,subway_station,berlin,66.8,electric_light,U 7,sub_line,Britz-Sued ,,Plastic,25.8,Celsius,,sunny
7-40-3,,first,subway_car,berlin,63,electric_light,U 7,sub_line,Rudow ,,,27.5,Celsius,3,sunny
2-1-1,,,subway_station,berlin,55.9,electric_light,U 2,sub_line,Pankow ,,,24.8,Celsius,,cloudy
2-2-1,,,subway_station,berlin,54.4,electric_light,U 2,sub_line,Vinetastrasse ,,Metal,23.7,Celsius,,cloudy
2-2-3,,last,subway_car,berlin,65.9,natural_light,U 2,sub_line,Vinetastrasse ,,Plastic,23.7,Celsius,25,cloudy
2-4-1,,,subway_station,berlin,53.3,,U 2,sub_line,Eberswalder Strasse ,,Metal,23.2,Celsius,,cloudy
2-4-3,,last,subway_car,berlin,54.5,electric_light,U 2,sub_line,Eberswalder Strasse ,,Plastic,23.7,Celsius,30,sunny
2-5-2,,,subway_station,berlin,54.1,electric_light,U 2,sub_line,Senefelderplatz ,,Plastic,23.2,Celsius,,sunny
2-6-3,,,subway_car,berlin,52.9,electric_light,U 2,sub_line,Rosa-Luxemburg-Platz ,,,25.1,Celsius,,sunny
2-8-2,,,subway_station,berlin,49.9,electric_light,U 2,sub_line,Klosterstrasse ,,Plastic,25.7,Celsius,,sunny
7-36-3,,last,subway_car,berlin,67.5,electric_light,U 7,sub_line,Johannisthaler Chaussee ,,,26.2,Celsius,,sunny
2-1-2,,,subway_station,berlin,55,electric_light,U 2,sub_line,Pankow ,,Plastic,24.6,Celsius,,cloudy
2-2-2,,,subway_station,berlin,54.8,electric_light,U 2,sub_line,Vinetastrasse ,,Plastic,23.5,Celsius,,cloudy
2-3-3,,last,subway_car,berlin,56.1,natural_light,U 2,sub_line,Schoenhauser Allee ,,,23.1,Celsius,40,cloudy
2-8-3,,last,subway_car,berlin,51.9,,U 2,sub_line,Klosterstrasse ,,Plastic,25.7,Celsius,20,sunny
7-39-2,,,subway_station,berlin,66.2,electric_light,U 7,sub_line,Zwickauer Damm ,,Plastic,27.6,Celsius,,sunny
2-3-1,,,subway_station,berlin,53.5,natural_light,U 2,sub_line,Schoenhauser Allee ,,Metal,23.2,Celsius,,cloudy
2-5-3,,,subway_car,berlin,54.6,electric_light,U 2,sub_line,Senefelderplatz ,,Plastic,23.6,Celsius,7,sunny
2-8-1,,,subway_station,berlin,53.7,natural_light,U 2,sub_line,Klosterstrasse ,,Metal,26.1,Celsius,,sunny
2-9-1,,,subway_station,berlin,61,natural_light,U 2,sub_line,Maerkisches Museum ,,Metal,24.4,Celsius,,sunny
2-9-2,,,subway_station,berlin,57.6,electric_light,U 2,sub_line,Maerkisches Museum ,,Plastic,23.6,Celsius,,sunny
6-20-1,urban,,subway_station,berlin,55.4,,6,sub_line,Hallesches Tor,,Plastic,25.5,Celsius,,
6-20-3,urban,middle,subway_car,berlin,53.8,,6,sub_line,Hallesches Tor ,,Metal,25.1,Celsius,,rainy
6-20-2,urban,,subway_station,berlin,52.2,,6,sub_line,Hallesches Tor,,Plastic,25.5,Celsius,,rainy
6-22-1,urban,,,berlin,56,,6,sub_line,Platz der Luftbrücke ,,Wood,25.1,Celsius,,rainy
7-34-1,,,subway_station,berlin,67.2,electric_light,U 7,sub_line,Parchim Allee ,,Metal,25.8,Celsius,,sunny
7-35-1,,,subway_station,berlin,66.7,natural_light,U 7,sub_line,Britz-Sued,,Metal,26,Celsius,,sunny
7-36-1,,,subway_station,berlin,67.6,natural_light,U 7,sub_line,Johannisthaler Chaussee,,Metal,25.9,Celsius,,sunny
7-34-3,,middle,subway_car,berlin,70,electric_light,U 7,sub_line,Parchim Allee ,,Plastic,25.7,Celsius,5,sunny
7-35-3,,last,subway_car,berlin,68.3,electric_light,U 7,sub_line,Britz-Sued ,,,25.8,Celsius,6,sunny
7-37-1,,,subway_station,berlin,67.4,natural_light,U 7,sub_line,Lipschitzallee ,,Metal,26.4,Celsius,,sunny
7-37-3,,first,subway_car,berlin,66,electric_light,U 7,sub_line,Lipschitzallee ,,,26.7,Celsius,1,sunny
7-39-1,,,subway_station,berlin,66.3,electric_light,U 7,sub_line,Zwickauer Damm ,,Metal,27.2,Celsius,,sunny
7-38-2,,,subway_station,berlin,65.1,electric_light,U 7,sub_line,Wutzkyallee ,,Plastic,27,Celsius,,sunny
7-39-3,,middle,subway_car,berlin,66,electric_light,U 7,sub_line,Zwickauer Damm ,,,27.3,Celsius,5,sunny
7-40-2,,,subway_station,berlin,63,electric_light,U 7,sub_line,Rudow ,,Plastic,27.8,Celsius,,sunny
7-34-2,,,subway_station,berlin,68.2,electric_light,U 7,sub_line,Parchim Allee ,,Plastic,25.8,Celsius,,sunny
7-36-2,,,subway_station,berlin,68,electric_light,U 7,sub_line,Johannisthaler Chaussee ,,Plastic,26.1,Celsius,,sunny
7-37-2,,,subway_station,berlin,66.2,electric_light,U 7,sub_line,Lipschitzallee ,,Plastic,26.7,Celsius,,sunny
7-38-3,,first,subway_car,berlin,65.5,electric_light,U 7,sub_line,Wutzkyallee ,,Plastic,27,Celsius,3,sunny
7-40-1,,,subway_station,berlin,66.5,natural_light,U 7,sub_line,Rudow ,,Metal,27.7,Celsius,,sunny
7-38-1,,,subway_station,berlin,65.7,natural_light,U 7,sub_line,Wutzkyallee,,Metal,27.2,Celsius,,sunny
2-3-2,,,subway_station,berlin,54,natural_light,U 2,sub_line,Schoenhauser Allee ,,Plastic,22.8,Celsius,,cloudy
2-6-1,,,subway_station,berlin,59.5,natural_light,U 2,sub_line,Rosa-Luxemburg-Platz,,Metal,25.2,Celsius,,sunny
2-5-1,,,subway_station,berlin,52.4,natural_light,U 2,sub_line,Senefelderplatz ,,Metal,23.3,Celsius,,sunny
2-6-2,,,subway_station,berlin,51.5,electric_light,U 2,sub_line,Rosa-Luxemburg-Platz ,,Plastic,25.4,Celsius,,sunny
2-1-3,,last,subway_car,berlin,55.1,natural_light,U 2,sub_line,Pankow ,,Metal,24.1,Celsius,15,cloudy
2-4-2,,,subway_station,berlin,53.8,natural_light,U 2,sub_line,Eberswalder Strasse ,,Plastic,23.8,Celsius,,cloudy
2-10-2,,,subway_station,berlin,56.8,electric_light,U 2,sub_line,Spittelmarkt ,,Plastic,24,Celsius,,sunny
2-11-1,,,subway_station,berlin,54.8,natural_light,U 2,sub_line,Hauavogteiplatz,,Metal,23.9,Celsius,,sunny
2-11-3,,first,subway_car,berlin,23.8,electric_light,55.5,sub_line,Hauavogteiplatz ,,Plastic,,,35,sunny
2-13-2,,,subway_station,berlin,52,electric_light,U 2,sub_line,Mohrenstrasse ,,Plastic,23.3,Celsius,,sunny
2-14-2,,,subway_station,berlin,52.7,electric_light,U 2,sub_line,Potsdamer Platz ,,Plastic,23.6,Celsius,,sunny
2-15-1,,,subway_station,berlin,52.7,natural_light,U 2,sub_line,Mendelssohn-Bartholdy-Park ,,Metal,24.2,Celsius,,sunny
2-15-3,,first,subway_car,berlin,52.9,electric_light,U 2,sub_line,Mendelssohn-Bartholdy-Park ,,Plastic,23.8,Celsius,,sunny
2-16-2,,,subway_station,berlin,49.5,natural_light,U 2,sub_line,Buelowstrasse ,,Plastic,23.3,Celsius,,
2-21-1,,,subway_station,berlin,49.3,electric_light,U 2,sub_line,Ernst-Reuter-Platz ,,Plastic,23.1,Celsius,,sunny
2-13-3,,middle,subway_car,berlin,54.1,electric_light,U 2,sub_line,Mohrenstrasse ,,Plastic,23.5,Celsius,30,sunny
2-22-1,,,subway_station,berlin,49.7,electric_light,U 2,sub_line,Deutsche Oper ,,Metal,24.2,Celsius,,sunny
2-24-3,,middle,subway_car,berlin,48.2,electric_light,U 2,,Sophie-Charlotte-Platz ,,Plastic,24.4,Celsius,1,cloudy
2-25-1,,,subway_station,berlin,47.3,,U 2,sub_line,Kaiserdamm,,Metal,25.1,Celsius,,cloudy
2-25-3,,middle,subway_car,berlin,47.7,electric_light,U 2,sub_line,Kaiserdamm ,,Plastic,25.1,Celsius,3,cloudy
2-26-2,,,subway_station,berlin,46.4,electric_light,U 2,sub_line,Theodor-Heuss-Platz ,,Plastic,25.3,Celsius,,cloudy
2-27-1,,,subway_station,berlin,44.3,electric_light,U 2,sub_line,Neu Westend ,,Metal,24.9,Celsius,,cloudy
2-28-1,,,subway_station,berlin,44,natural_light,U 2,sub_line,Olympia Stadion ,,Wood,24.6,Celsius,,cloudy
2-9-3,,middle,subway_car,berlin,59.4,electric_light,U 2,sub_line,Maerkisches Museum ,,,24.1,Celsius,45,sunny
2-13-1,,,subway_station,berlin,52,natural_light,U 2,sub_line,Mohrenstrasse,,Metal,23.8,Celsius,,sunny
2-16-1,,,subway_station,berlin,49.6,natural_light,U 2,sub_line,Buelowstrasse,,Metal,23.8,Celsius,,sunny
2-16-3,,first,subway_car,berlin,50.8,natural_light,U 2,sub_line,Buelowstrasse ,,Plastic,23.3,Celsius,,sunny
2-22-2,,,subway_station,berlin,49.6,electric_light,U 2,sub_line,Deutsche Oper ,,Plastic,24.6,Celsius,,sunny
2-24-1,,,subway_station,berlin,47.2,natural_light,U 2,sub_line,Sophie-Charlotte-Platz,,Wood,24.7,Celsius,,cloudy
2-26-1,,,subway_station,berlin,46.4,natural_light,U 2,sub_line,Theodor-Heuss-Platz,,Metal,25.4,Celsius,,sunny
2-27-2,,,subway_station,berlin,44.3,electric_light,U 2,sub_line,Neu Westend ,,Plastic,24.7,Celsius,,cloudy
2-28-3,,last,subway_car,berlin,45.8,natural_light,U 2,sub_line,Olympia Stadion ,,Plastic,24.5,Celsius,2,cloudy
2-22-3,,middle,subway_car,berlin,49.9,electric_light,U 2,,Deutsche Oper ,,Metal,25.4,Celsius,5,sunny
2-27-3,,,subway_car,berlin,45.5,natural_light,U 2,sub_line,Neu Westend ,,,24.2,Celsius,2,cloudy
2-10-3,,middle,subway_car,berlin,56.7,electric_light,U 2,sub_line,Spittelmarkt ,,Plastic,23.7,Celsius,40,sunny
2-14-3,,,subway_station,berlin,53.7,natural_light,U 2,sub_line,Potsdamer Platz ,,Plastic,24,Celsius,25,sunny
5-2-1,,,subway_station,berlin,56.8,electric_light,U 5,sub_line,Schillingstrasse ,,Metal,23.3,Celsius,,cloudy
5-4-2,,,subway_station,berlin,52,electric_light,U 5,sub_line,Weberwiese ,,Plastic,23.9,Celsius,,cloudy
5-7-2,,,subway_station,berlin,51.5,electric_light,U 5,sub_line,Frankfurter Allee ,,Plastic,25,Celsius,,sunny
5-3-2,,,subway_station,berlin,54.1,electric_light,U 5,sub_line,Straussberger Platz ,,Plastic,23.4,Celsius,,cloudy
5-9-2,,,subway_station,berlin,50,electric_light,U 5,sub_line,Lichtenberg ,,Plastic,25.1,Celsius,,cloudy
5-7-1,,,subway_station,berlin,51.2,electric_light,U 5,sub_line,Frankfurter Allee,,Metal,24.9,Celsius,,sunny
5-6-1,,,subway_station,berlin,51.3,,U 5,sub_line,Samariterstrasse,,Wood,25.5,Celsius,,sunny
5-8-3,,last,subway_car,berlin,50.9,electric_light,U 5,sub_line,Magdalenenstrasse ,,Plastic,25.5,Celsius,8,cloudy
5-9-3,,,subway_car,berlin,49.8,electric_light,U 5,sub_line,Lichtenberg ,,Plastic,24.8,Celsius,15,cloudy
5-10-1,,,subway_station,berlin,62.4,natural_light,U 5,sub_line,Friedrichsfelde ,,Metal,25.1,Celsius,,sunny
5-12-3,,first,subway_car,berlin,59,natural_light,U 5,sub_line,Biesdorf-Süd ,,,23,Celsius,10,cloudy
5-13-2,,,subway_station,berlin,56.1,,U 5,sub_line,Elsterwerdaer Platz ,,Plastic,23.2,Celsius,,
5-14-1,,,subway_station,berlin,55.7,natural_light,U 5,sub_line,Wuhletal ,,Metal,23.5,Celsius,,sunny
5-16-1,,,subway_station,berlin,57.9,electric_light,U 5,sub_line,Neue Grottkauer Strasse ,,Plastic,23.9,Celsius,,cloudy
5-16-3,,first,subway_car,berlin,54.9,natural_light,U 5,sub_line,Neue Grottkauer Strasse ,,Plastic,22.9,Celsius,5,sunny
5-18-3,,last,subway_car,berlin,53.1,natural_light,U 5,sub_line,Hellersdorf ,,Plastic,23.7,Celsius,4,cloudy
5-20-1,,,subway_station,berlin,50.9,natural_light,U 5,sub_line,Hoenow,,Plastic,23.3,Celsius,,cloudy
55-1-2,,,subway_station,berlin,54.4,electric_light,U 55,sub_line,Brandenburger Tor ,,Plastic,20.4,Celsius,,cloudy
5-10-2,,,subway_station,berlin,61.6,electric_light,U 5,sub_line,Friedrichsfelde ,,Plastic,24.6,Celsius,,sunny
5-11-3,,last,subway_car,berlin,60.1,electric_light,U 5,sub_line,Tierpark ,,,23.3,Celsius,5,sunny
5-13-1,,,subway_station,berlin,55.8,,U 5,sub_line,Elsterwerdaer Platz ,,Metal,23.6,Celsius,,sunny
5-15-3,,first,subway_car,berlin,56,natural_light,U 5,sub_line,Kaulsdorf-Nord ,,,23.1,Celsius,7,cloudy
2-10-1,,,subway_station,berlin,57.1,natural_light,U 2,sub_line,Spittelmarkt ,,Metal,24.3,Celsius,,sunny
2-21-3,,middle,subway_car,berlin,50.5,electric_light,U 2,sub_line,Ernst-Reuter-Platz ,,Plastic,23.7,Celsius,20,sunny
5-3-1,,,subway_station,berlin,53.1,,U 5,sub_line,Straussberger Platz ,,Metal,23.5,Celsius,,cloudy
5-5-1,,,subway_station,berlin,52,electric_light,U 5,sub_line,Frankfurter Tor ,,Metal,24.1,Celsius,,cloudy
5-5-3,,,subway_car,berlin,53.4,electric_light,U 5,sub_line,Frankfurter Tor ,,Plastic,24,Celsius,10,cloudy
5-8-1,,,subway_station,berlin,50.2,,U 5,sub_line,Magdalenenstrasse,,Metal,25.7,Celsius,,cloudy
5-6-3,,last,subway_car,berlin,52,electric_light,U 5,sub_line,Samariterstrasse ,,Plastic,24.5,Celsius,8,sunny
5-2-2,,,subway_station,berlin,55.7,electric_light,U 5,sub_line,Schillingstrasse ,,Plastic,23.1,Celsius,,cloudy
5-8-2,,,subway_station,berlin,50.2,electric_light,U 5,sub_line,Magdalenenstrasse ,,Plastic,25.6,Celsius,,cloudy
5-3-3,,middle,subway_car,berlin,55,electric_light,U 5,sub_line,Straussberger Platz ,,Plastic,23.5,Celsius,16,cloudy
5-4-3,,last,subway_car,berlin,53.2,electric_light,U 5,sub_line,Weberwiese ,,Plastic,23.9,Celsius,7,cloudy
5-7-3,,last,subway_car,berlin,51.1,electric_light,U 5,sub_line,Frankfurter Allee ,,Plastic,25.4,Celsius,,sunny
5-11-1,,,subway_station,berlin,61.5,electric_light,U 5,sub_line,Tierpark ,,Metal,24.3,Celsius,,sunny
5-14-3,,first,subway_car,berlin,56.1,natural_light,U 5,sub_line,Wuhletal ,,Plastic,23,Celsius,10,cloudy
5-15-2,,,subway_station,berlin,55.3,natural_light,U 5,sub_line,Kaulsdorf-Nord ,,Plastic,22.9,Celsius,,cloudy
5-17-2,,,subway_station,berlin,52,natural_light,U 5,sub_line,Cottbusser Platz ,,Plastic,23.2,Celsius,,cloudy
5-18-1,,,subway_station,berlin,53.9,natural_light,U 5,sub_line,Hellersdorf ,,Plastic,24.2,Celsius,,cloudy
5-20-3,,first,subway_car,berlin,52.1,natural_light,U 5,sub_line,Hoenow ,,Plastic,23.1,Celsius,2,cloudy
55-3-2,,,subway_station,berlin,56.5,electric_light,U 55,sub_line,Hauptbahnhof ,,Plastic,21,Celsius,,cloudy
55-2-1,,,subway_station,berlin,56.8,electric_light,U 55,sub_line,Bundestag ,,Metal,21,Celsius,,cloudy
55-1-3,,last,subway_car,berlin,55.1,electric_light,U 55,sub_line,Brandenburger Tor ,,Plastic,20.3,Celsius,7,cloudy
5-14-2,,,subway_station,berlin,54.4,natural_light,U 5,sub_line,Wuhletal ,,Plastic,23.1,Celsius,,cloudy
5-17-1,,,subway_station,berlin,53.3,natural_light,U 5,sub_line,Cottbusser Platz ,,Plastic,23.8,Celsius,,sunny
5-18-2,,,subway_station,berlin,51.2,electric_light,U 5,sub_line,Hellersdorf ,,Plastic,23.5,Celsius,,cloudy
5-19-3,,last,subway_car,berlin,52.4,natural_light,U 5,sub_line,Louis-Lewin Strasse ,,Plastic,23.5,Celsius,1,cloudy
